,Prediction,Real
0,0.0009025857,0.0
1,0.001841642,0.0001282473387734
2,0.0022092983,0.0005642213949576
3,0.0006747842,0.0014328234881795
4,0.004759766,0.0028409125749869
5,0.0048127025,0.0047382629046267
6,0.0068055913,0.0068119098609019
7,0.009136967,0.0085309088324165
8,0.009016715,0.009387750477907
9,0.008904494,0.0092273448718126
10,0.010579888,0.0084420800355458
11,0.0032691061,0.0078596971970528
12,0.011242084,0.00834781561766
13,0.012203328,0.0103606955764692
14,0.013981245,0.0137035312453365
15,0.01894895,0.017648753477041
16,0.02146585,0.0213146085142484
17,0.02348885,0.0240691639104399
18,0.025301367,0.0257423646510975
19,0.026407171,0.026577337441937
20,0.026663799,0.0270111739757328
21,0.027418077,0.0274425598096747
22,0.026544169,0.0281003685130755
23,0.028643519,0.029033291177644
24,0.030238494,0.0301716366103767
25,0.03132768,0.0314019967027627
26,0.032534875,0.0326231698913981
27,0.03338442,0.0337782146530665
28,0.03471991,0.0348644359154693
29,0.035884514,0.0359211578824265
30,0.036891475,0.0370004939759552
31,0.038277533,0.0381375234041934
32,0.039435208,0.0393377473422341
33,0.04050832,0.0405844993499047
34,0.04151211,0.0418510766623813
35,0.04311043,0.0431021006292173
36,0.044117585,0.044287791913947
37,0.04514561,0.0453516335403161
38,0.04601375,0.0462635723242543
39,0.04696569,0.0470608825756847
40,0.047757436,0.0478570486940209
41,0.048732176,0.0487930335089404
42,0.04988842,0.0499502159096908
43,0.05131372,0.0512832492506619
44,0.052705117,0.0526273855493906
45,0.053600464,0.0537859472146833
46,0.054450236,0.0546456786036339
47,0.055299055,0.055245693104853
48,0.05549415,0.0557566106025723
49,0.05633213,0.0563864475914009
50,0.057260543,0.0572746234199486
51,0.058272246,0.0584355641517573
52,0.059686244,0.0597743158785133
53,0.06116294,0.0611503193035367
54,0.062188514,0.0624436776450228
55,0.06342117,0.0635895759495814
56,0.06448199,0.0645752477865681
57,0.06535276,0.0654166696277322
58,0.066045396,0.0661364829743251
59,0.06665112,0.0667545373045246
60,0.06711445,0.0672901207441279
61,0.06743731,0.0677688441767355
62,0.06795063,0.0682274245013554
63,0.06846672,0.0687122880506733
64,0.06882233,0.0692707603876796
65,0.069665514,0.0699371026139284
66,0.07070061,0.0707196304951089
67,0.07153817,0.071596698965071
68,0.072252035,0.0725254717107974
69,0.07303834,0.073459399796694
70,0.07407924,0.0743642033751657
71,0.075070895,0.0752234956875008
72,0.07585207,0.07603348220019
73,0.076568276,0.0767944796061834
74,0.07736528,0.0775080578244738
75,0.07811446,0.0781816445020713
76,0.07884016,0.0788340214471676
77,0.07936731,0.0794932437997237
78,0.08006498,0.0801850618238523
79,0.08087685,0.0809190736066666
80,0.0815619,0.0816832542772509
81,0.08232098,0.0824518610695501
82,0.083138,0.083201591061963
83,0.08386108,0.0839246613579213
84,0.084534176,0.0846301525647684
85,0.08517406,0.0853340345738496
86,0.08589525,0.0860463374039603
87,0.08655114,0.0867649175546937
88,0.087346524,0.0874792344930094
89,0.08800319,0.0881798992282562
90,0.08861707,0.0888663365361927
91,0.0893303,0.0895474452476693
92,0.0900697,0.0902356800735115
93,0.0908405,0.0909390580916077
94,0.09160376,0.0916559149209706
95,0.09231025,0.0923747322409195
96,0.09291771,0.0930784661314719
97,0.09350301,0.093751159582741
98,0.09423155,0.094384262648035
99,0.09475717,0.0949803930552997
100,0.095382564,0.0955530369293662
101,0.09601534,0.0961221043223005
102,0.096568525,0.0967070973479613
103,0.09718937,0.0973209079803797
104,0.09784381,0.097966884100045
105,0.098598704,0.0986398220341906
106,0.09926822,0.0993293412870418
107,0.09991777,0.1000232866113534
108,0.10060408,0.1007098303574723
109,0.10129315,0.1013786651670869
110,0.101926416,0.1020224270470434
111,0.10253142,0.1026386670517794
112,0.103093356,0.1032312414467519
113,0.103648454,0.1038095241905875
114,0.10420035,0.1043850380606267
115,0.104758404,0.1049670367426554
116,0.105352975,0.105559558366239
117,0.10599414,0.1061615628648234
118,0.10659129,0.1067696292356139
119,0.107190534,0.1073810058432062
120,0.10781794,0.1079948683401738
121,0.10847217,0.1086112563395945
122,0.10913396,0.1092289659241851
123,0.109682575,0.1098442970963733
124,0.11025235,0.110451698522228
125,0.11082643,0.1110458763578814
126,0.11142296,0.1116239956316738
127,0.11201607,0.1121867341646944
128,0.112614825,0.1127377993719816
129,0.113153346,0.1132823567501516
130,0.113700956,0.1138251716273722
131,0.114226416,0.1143691616074049
132,0.11478024,0.1149147754163017
133,0.115326494,0.115460328043479
134,0.11588016,0.1160031257798728
135,0.1164305,0.116540902517197
136,0.11695364,0.1170729108929505
137,0.11748573,0.1176001592996713
138,0.11803661,0.1181247692698515
139,0.11860432,0.1186489406347081
140,0.119095035,0.1191741802857641
141,0.11958539,0.1197011435709959
142,0.12010734,0.1202299162981031
143,0.12063865,0.1207602676535141
144,0.12114802,0.1212915601118745
145,0.12167106,0.1218224321083448
146,0.122190006,0.1223506706387437
147,0.122708514,0.1228735886815011
148,0.123226225,0.1233888167567633
149,0.12373617,0.1238950679842231
150,0.12418295,0.1243924437640569
151,0.12469205,0.1248821812251841
152,0.12520619,0.125366107101196
153,0.12571207,0.125846167957845
154,0.12622093,0.1263242149805531
155,0.12673105,0.1268019466196064
156,0.12719841,0.1272808001173538
157,0.12766847,0.127761700517788
158,0.12816948,0.1282447759477792
159,0.12868467,0.128729240684187
160,0.12914202,0.129213563448158
161,0.12960228,0.1296958653966045
162,0.13006583,0.130174381310592
163,0.13052076,0.1306478271438223
164,0.13095179,0.1311155968415138
165,0.13141522,0.1315777807723744
166,0.13188723,0.1320350236153096
167,0.13234678,0.1324882593782265
168,0.13279428,0.1329384033192035
169,0.13323157,0.1333861220461389
170,0.13360438,0.1338317860634763
171,0.13407278,0.1342756068429472
172,0.13455132,0.1347178371822373
173,0.13500234,0.1351588673726171
174,0.13547352,0.1355991288203164
175,0.13594463,0.1360388669802878
176,0.1363534,0.1364779534571996
177,0.13678756,0.136915881714835
178,0.1372245,0.137351958976695
179,0.137673,0.1377855734365785
180,0.1380978,0.138216378704354
181,0.13853043,0.1386443132760621
182,0.13896787,0.1390694882540971
183,0.13938536,0.1394920427363594
184,0.13979092,0.1399120516830646
185,0.14018881,0.1403295090543819
186,0.14057705,0.1407443595848747
187,0.14097992,0.1411565455910445
188,0.1414068,0.141566055068369
189,0.14180961,0.1419729682106325
190,0.14218506,0.142377491168739
191,0.14260297,0.1427799538005259
192,0.14301017,0.1431807561342515
193,0.14340447,0.143580275375431
