,Prediction,Real
0,0.0005555898,0.0
1,0.0016218647,0.0001669106988463
2,0.0023702234,0.0007494962250002
3,0.000958696,0.0019461783418827
4,0.004162371,0.0039626171167032
5,0.0075628385,0.006904452076053
6,0.010965429,0.010708839041577
7,0.015755534,0.0151058664477006
8,0.018903628,0.0195972717568298
9,0.023255363,0.0234834420493218
10,0.025865886,0.0260001488230882
11,0.018550918,0.0265833451581101
12,0.027614288,0.025175054192811
13,0.022092246,0.022400719722172
14,0.019295353,0.0194727839948371
15,0.019059032,0.0178117994901433
16,0.018684741,0.0185395648631977
17,0.022808217,0.0220779750716648
18,0.029302105,0.0280306043731571
19,0.03389959,0.0353730183083252
20,0.042406645,0.0428307249384863
21,0.049094655,0.0492630424827059
22,0.051834755,0.0539129011154143
23,0.056064725,0.056478841179273
24,0.056632392,0.0570498211416902
25,0.055227213,0.0559774101987011
26,0.054078765,0.053747566149609
27,0.050457187,0.0508830324351895
28,0.047973625,0.0478805979490976
29,0.04570932,0.0451723551425744
30,0.043261662,0.0430953058323375
31,0.042043697,0.0418589859051626
32,0.041903965,0.0415157541369811
33,0.042004146,0.0419545470048747
34,0.0428377,0.0429405416499672
35,0.044254076,0.0442014289473675
36,0.04558906,0.0455274247821133
37,0.046957143,0.0468338410233
38,0.047886256,0.0481517993174073
39,0.049376354,0.0495565772514651
40,0.051327124,0.0510820071470571
41,0.05313787,0.0526734084550034
42,0.054282874,0.05419889293931
43,0.055775963,0.0554971381601821
44,0.0567102,0.0564217761816974
45,0.056741603,0.0568589289440744
46,0.056445632,0.0567263860095935
47,0.0561323,0.0559807336420727
48,0.054676086,0.0546477159433727
49,0.052910455,0.0528626148534285
50,0.05089497,0.0508873958881115
51,0.04907593,0.0490776648796651
52,0.047823776,0.0478010147996771
53,0.047176614,0.0473380557760047
54,0.047811702,0.0478077607452274
55,0.04935424,0.0491448069146858
56,0.05100535,0.051130189262112
57,0.05324875,0.0534549117057248
58,0.055603217,0.0557901572487038
59,0.057645954,0.0578443025331074
60,0.05920268,0.0593989279914911
61,0.059795536,0.0603251757777603
62,0.0599013,0.060586011174812
63,0.05996961,0.0602302242963578
64,0.05904705,0.0593818431284464
65,0.05802328,0.0582251258268538
66,0.05694125,0.0569823515508183
67,0.05574,0.0558820101415671
68,0.055002537,0.0551199847183584
69,0.05487719,0.0548232980962287
70,0.05486842,0.0550293277282778
71,0.05540149,0.05568897284604
72,0.056562334,0.0566916465501201
73,0.05764237,0.0578999666493435
74,0.05890582,0.059179465383065
75,0.060322367,0.0604148139143386
76,0.0615588,0.0615137935634324
77,0.06240108,0.0624063191102254
78,0.0629235,0.0630448595162901
79,0.0634467,0.0634072107523193
80,0.06342033,0.063498318563143
81,0.06314225,0.0633481501357491
82,0.06286976,0.0630061614849394
83,0.06241492,0.0625355754141988
84,0.06193427,0.0620097105553184
85,0.06138786,0.0615090880008807
86,0.060981277,0.0611156565982023
87,0.060589127,0.0609018590887686
88,0.060694635,0.0609165758730268
89,0.061030857,0.0611736788817556
90,0.06151334,0.0616489009294496
91,0.062039956,0.0622868708032519
